SYRY,edu_low21_59,DB,OLD60,CJR,JSZA,TEMP_POPU,XD,XJRY,JSGL,JTGL,MDJF,TFSJ,SPYP,SCGL,XFAQ,SHFW,ZGFW,GGSS,SHZA
0.0014792740,0.0004909940,0.0027595830,0.2949509000,0.0081128920,0.0157340940,0.0804579130,0.0000000000,0.0055686480,0.0259831460,0.1291666670,0.0006062360,0.0468750000,0.0838176810,0.0327237730,0.2290011410,0.1118201150,0.0000000000,0.1135103590,0.0177474400
0.0218898940,0.7709675450,0.1829433360,0.2761198600,0.2240977880,0.1552192470,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0937500000,0.0010016080,0.0187500000,0.0000000000,0.0000000000,0.0001342850,0.0029035420,0.0000000000,0.0472716660,0.0004748480
0.0000000000,0.8064110090,0.2398478710,0.3483592330,0.4230769230,0.2279202280,0.0328650940,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0093750000,0.0000000000,0.0000000000,0.0050133170,0.1287686960,0.0000000000,0.0011672020,0.0000000000
0.0003928020,0.0006859120,0.0427938310,0.2516511290,0.1177668690,0.1141981760,0.0006693850,0.1098256310,0.0295736300,0.0000000000,0.0020833330,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0012533290,0.0028360170,0.0000000000,0.0000000000,0.0049265470
0.0236968100,0.0443637400,0.0000000000,0.1118915000,0.0077014630,0.0000000000,0.1534532750,0.0040154690,0.0118940530,0.0133426970,0.0427083330,0.0037428500,0.0375000000,0.0593453660,0.0281039460,0.0848459080,0.1025692970,0.0800000000,0.0545666760,0.0135034870
0.0035855880,0.0008573650,0.0508357050,0.4027863080,0.2607394460,0.1313628900,0.2286273090,0.0759480660,0.0044992520,0.0014044940,0.0010416670,0.0004480880,0.0125000000,0.0000000000,0.0000000000,0.0510955440,0.0166447210,0.0000000000,0.0052524070,0.0037691050
0.4518297240,0.1843350460,0.0306504620,0.5001389840,0.0611852750,0.0000000000,0.0537946550,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0010016080,0.0000000000,0.0042826550,0.0026948990,0.0224927820,0.0029035420,0.0000000000,0.0000000000,0.0001483900
0.0039482240,0.0014837880,0.1129362420,0.4379592060,0.1251093610,0.1353164190,0.0940091210,0.0100355100,0.0594515340,0.0042134830,0.0572916670,0.0005798780,0.0406250000,0.0036708470,0.0000000000,0.0285132380,0.0492926840,0.0000000000,0.0548584770,0.0029974770
0.0568723440,0.1049508180,0.0318285830,0.2661159860,0.1971093260,0.0819155640,0.1332620540,0.0677610360,0.1137368820,0.0091292130,0.0010416670,0.0000527000,0.0187500000,0.0061180790,0.0034648700,0.0615250330,0.0593875550,0.0114285710,0.0198424280,0.0013651880
0.0056594190,0.1637479350,0.0000000000,0.3921733760,0.2345121650,0.1404564840,0.0000000000,0.0000000000,0.0213045850,0.0028089890,0.0020833330,0.0069585390,0.0250000000,0.0000000000,0.0065447550,0.0002685710,0.0124244570,0.0000000000,0.0280128390,0.0008309840
0.0326306620,0.3213649310,0.0000000000,0.2619634980,0.2286695590,0.0867678960,0.0011584770,0.0000000000,0.0614182060,0.0070224720,0.0114583330,0.0044545190,0.0218750000,0.0088712140,0.0057747830,0.0339070300,0.0609743750,0.0085714290,0.0177998250,0.0071820740
0.0347889340,0.6294030090,0.0259594830,0.2098799460,0.4324699350,0.3206907180,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0020833330,0.0000527000,0.0000000000,0.0000000000,0.0011549570,0.0045656990,0.0249839630,0.0000000000,0.0029180040,0.0007122720
0.0821195370,0.4430096920,0.0116719150,0.1144191310,0.0000000000,0.0000000000,0.3889508870,0.0000000000,0.0000000000,0.0000000000,0.0156250000,0.0312607080,0.0000000000,0.0000000000,0.0119345520,0.0389427270,0.0186366860,0.0685714290,0.0005836010,0.0011277640
0.0138430080,0.7216774700,0.0068864300,0.3661673870,0.2811860940,0.5235173820,0.0000000000,0.0234572360,0.1042225510,0.0112359550,0.0270833330,0.0011070400,0.0250000000,0.0000000000,0.0003849860,0.0006266650,0.0716769640,0.0000000000,0.0122556170,0.0024335950
0.0058608060,0.0004853350,0.0386310820,0.3964910480,0.1464285710,0.0935064940,0.0556252390,0.0720015280,0.0000000000,0.0028089890,0.0031250000,0.0014760540,0.0187500000,0.0000000000,0.0000000000,0.1282871910,0.0102636820,0.0000000000,0.0204260290,0.0017213240
0.0273255860,0.6907629330,0.0203903370,0.3662486070,0.1831668180,0.5086285200,0.0000000000,0.0694555750,0.0000000000,0.0000000000,0.0000000000,0.0218772240,0.0000000000,0.0012236160,0.0007699710,0.0000895000,0.0078328100,0.0000000000,0.0011672020,0.0000000000
0.0103536720,0.8487536550,0.0566566310,0.2282717180,0.1990924850,0.0489446310,0.0000000000,0.0233926550,0.0173226020,0.0000000000,0.0010416670,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0002685710,0.0099935850,0.0114285710,0.0005836010,0.0003561360
0.1766431790,0.6033218600,0.0024637580,0.3143429190,0.2052238810,0.1755926250,0.0000000000,0.0671383570,0.0000000000,0.0000000000,0.0000000000,0.0048498910,0.0031250000,0.0171306210,0.0000000000,0.0000895000,0.0066173740,0.0000000000,0.0000000000,0.0000000000
0.0152071980,0.2021439210,0.0008405630,0.1593295070,0.0590334980,0.0000000000,0.0039992350,0.0000000000,0.0000000000,0.0056179780,0.0260416670,0.0124937400,0.0031250000,0.0379320890,0.0488931670,0.0314675140,0.2981194500,0.0285714290,0.0221768310,0.0018400360
0.0214589660,0.7786547020,0.0053375560,0.2913293750,0.1917895070,0.2409256620,0.0005079010,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0006325940,0.0000000000,0.0000000000,0.0000000000,0.0003133320,0.0276174080,0.0000000000,0.0029180040,0.0001780680
0.0053977420,0.0485772780,0.0299207390,0.3925487070,0.0357118450,0.0109356850,0.0002190110,0.0156798420,0.0000000000,0.0042134830,0.3583333330,0.0099106460,0.0000000000,0.1006423980,0.0473532240,0.0078109260,0.1396738580,0.0000000000,0.0376422530,0.0034723250
0.0182041970,0.4964444810,0.0067919810,0.3429116560,0.1959795620,0.0968132310,0.0000000000,0.0000000000,0.0000000000,0.0014044940,0.0000000000,0.0001054320,0.0000000000,0.0000000000,0.0073147260,0.0000000000,0.0164759110,0.0000000000,0.0000000000,0.0000000000
0.0292822980,0.7147921780,0.0561868320,0.3902787510,0.2447163520,0.0593251760,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0020833330,0.0001581490,0.0062500000,0.0000000000,0.0000000000,0.0001342850,0.0313987640,0.0000000000,0.0017508020,0.0001187120
0.0779865300,0.6305666130,0.0517275590,0.3387429850,0.2112135180,0.0614439320,0.0000000000,0.0000000000,0.1304783090,0.0000000000,0.0000000000,0.0001054320,0.0031250000,0.0048944630,0.0007699710,0.0008504730,0.0191431180,0.0000000000,0.0262620370,0.0006529160
0.0841398120,0.5868357720,0.0000000000,0.3072161100,0.1337548640,0.1815823610,0.0010390230,0.0557907990,0.0000000000,0.0000000000,0.0000000000,0.0020032160,0.0062500000,0.0000000000,0.0000000000,0.0000895000,0.2659103950,0.0000000000,0.0011672020,0.0000000000
0.0370566030,0.3381013830,0.0234619780,0.2271600050,0.0027371350,0.0000000000,0.1065245140,0.0057084640,0.0000000000,0.0000000000,0.0125000000,0.0044018030,0.0031250000,0.0027531360,0.0034648700,0.0102952040,0.0193119280,0.0000000000,0.0005836010,0.0025523070
1.0000000000,0.4260659380,0.3188886470,0.2115470280,1.0000000000,0.6060606060,0.0000000000,0.1737967910,0.5791457680,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000224000,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.0000000000,0.0052377900,0.0951597070,0.2785923090,0.1457082300,0.2825856590,0.0000000000,0.0202588980,0.0000000000,0.0168539330,0.0072916670,0.0008961750,0.0093750000,0.0012236160,0.0000000000,0.0052371250,0.0176913470,0.0457142860,0.0163408230,0.0002374240
0.0000000000,0.0269663540,0.1063782980,0.3331069580,0.2155727160,0.1591201590,0.0000000000,0.0067103010,0.0198763030,0.0196629210,0.0135416670,0.0008434590,0.0187500000,0.1376567760,0.0042348410,0.0003133320,0.0806914480,0.0000000000,0.0105048150,0.0065885150
0.0078429280,0.2695403970,0.0292619410,0.3551923320,0.0286757040,0.1112269730,0.0133653670,0.0797399250,0.0000000000,0.0000000000,0.0000000000,0.0088563220,0.0000000000,0.0000000000,0.0003849860,0.0086837810,0.0002700970,0.0000000000,0.0000000000,0.0013058320
0.0327728430,0.6785810410,0.0611376930,0.3647257110,0.1597676110,0.2904865650,0.0139622950,0.0416506470,0.0616858240,0.0547752810,0.0031250000,0.0000000000,0.0000000000,0.0055062710,0.0000000000,0.0000895000,0.0178263950,0.0000000000,0.0221768310,0.0000594000
0.2411071680,0.2109441970,0.1404207080,0.3909981540,0.3296846490,0.1667969770,0.0062633830,0.1718944030,0.0664123370,0.0000000000,0.0020833330,0.0001054320,0.0093750000,0.0000000000,0.0000000000,0.0112799620,0.0185691620,0.0000000000,0.0688648960,0.0008903400
0.0000000000,0.0799823310,0.0087421190,0.2697104210,0.3712357220,0.4153686400,0.0016637310,0.0000000000,0.0000000000,0.0028089890,0.0000000000,0.0001054320,0.0000000000,0.0000000000,0.0000000000,0.0089523510,0.0044565990,0.0000000000,0.0081704110,0.0000000000
0.0417000240,0.6322289830,0.0704216310,0.2908820040,0.1658398990,0.2567843590,0.0000000000,0.0223141490,0.0165239530,0.0000000000,0.0000000000,0.0003162970,0.0125000000,0.0012236160,0.0000000000,0.0211275490,0.0627975290,0.0000000000,0.0035016050,0.0000000000
0.0030254900,0.0497761520,0.0270914250,0.2610325070,0.2654867260,0.4076159830,0.0000000000,0.0000000000,0.0227785950,0.0000000000,0.0000000000,0.0016342020,0.0000000000,0.0097889260,0.0000000000,0.0000000000,0.0488875380,0.0000000000,0.0046688070,0.0002374240
0.0035146580,0.0451212920,0.0681885260,0.2433738390,0.1113707170,0.2242990650,0.0000000000,0.0000000000,0.0529229780,0.0028089890,0.0000000000,0.0046390260,0.0437500000,0.0012236160,0.0000000000,0.0000895000,0.0048617440,0.0000000000,0.0110884160,0.0000000000
0.0041371660,0.6936187090,0.0493944130,0.2705271640,0.2621928860,0.0880088010,0.0000000000,0.0000000000,0.0000000000,0.0028089890,0.0052083330,0.0003690130,0.0031250000,0.0000000000,0.0000000000,0.0007609500,0.0538168070,0.0000000000,0.0011672020,0.0001780680
0.0172508430,0.7854850930,0.1866522540,0.2602955720,0.1681957190,0.1834862390,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0020833330,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0007609500,0.0291367030,0.0000000000,0.0011672020,0.0000000000
0.0294570530,0.5618769700,0.1514235390,0.3090659110,0.1834928920,0.1856686970,0.0009296040,0.0166385090,0.2464211760,0.0028089890,0.0000000000,0.0006325940,0.0062500000,0.0000000000,0.0000000000,0.0001790470,0.0016205810,0.0000000000,0.0023344030,0.0001187120
0.0135520140,0.0107950100,0.2793579460,0.3274919740,0.2229729730,0.1261261260,0.2581279260,0.1894541600,0.0956547060,0.0000000000,0.0447916670,0.0000000000,0.0000000000,0.0012236160,0.0265640040,0.0535798210,0.0594888420,0.0000000000,0.0361832510,0.0122273330
0.0002649120,0.0039440740,0.0007907070,0.0359835210,0.0142058800,0.0056353900,0.6139632960,0.0067334630,0.0000000000,0.0042134830,0.0010416670,0.0001054320,0.0218750000,0.0128479660,0.0000000000,0.0135851930,0.0257604920,0.0000000000,0.1639918300,0.0005935600
0.0000000000,0.0124487290,0.2850067280,0.2892016740,0.1432291670,0.1562500000,0.0161677650,0.0186695770,0.0138250940,0.0000000000,0.0208333330,0.0002108650,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.2392383270,0.0000000000,0.0000000000,0.0003561360
0.0153916120,0.7054591160,0.0000000000,0.2202604120,0.1250568440,0.1637107780,0.0291436710,0.0130406870,0.0000000000,0.0000000000,0.0000000000,0.0003690130,0.0000000000,0.0061180790,0.0000000000,0.0010742820,0.0012154360,0.0000000000,0.0000000000,0.0000000000
0.0084000080,0.0009094830,0.0012536160,0.4377556580,0.0450450450,0.0357382180,0.0415126440,0.0085403830,0.0000000000,0.0091292130,0.0052083330,0.0001581490,0.0125000000,0.0006118080,0.0051973050,0.0236118260,0.1238056650,0.0057142860,0.0064196090,0.0088440420
0.0628666630,0.0676450260,0.0994514640,0.3187322800,0.1716259890,0.1783127160,0.0003571100,0.0255668970,0.0094663300,0.0505617980,0.0052083330,0.0002108650,0.0031250000,0.0728051390,0.0082771900,0.0107428210,0.0395691950,0.0000000000,0.0466880650,0.0059355990
0.0144976240,0.7472593320,0.1817444010,0.3203838170,0.2261629400,0.0616808020,0.0041176390,0.0000000000,0.0000000000,0.0000000000,0.0010416670,0.0004217300,0.0000000000,0.0000000000,0.0000000000,0.0034914170,0.1129680270,0.0000000000,0.0064196090,0.0004154920
0.0191480840,0.1508097080,0.0400072110,0.3349877460,0.1213509840,0.2443991850,0.0000000000,0.0194680720,0.0000000000,0.0028089890,0.0020833330,0.0002108650,0.0000000000,0.0012236160,0.0000000000,0.0002685710,0.0140450390,0.0000000000,0.0070032100,0.0003561360
0.0009199320,0.0039652330,0.0027458120,0.2655228530,0.0695123940,0.0521852580,0.1128732680,0.2057672380,0.0138521490,0.0000000000,0.0000000000,0.0000527000,0.0000000000,0.0000000000,0.0000000000,0.0548555310,0.0404470100,0.0000000000,0.0000000000,0.0000000000
0.0141166810,0.6969683970,0.0969115050,0.2555971550,0.1445195200,0.0400400400,0.0000000000,0.0000000000,0.0212566010,0.0000000000,0.0000000000,0.0005798780,0.0031250000,0.0018354240,0.0000000000,0.0001342850,0.0634052470,0.0000000000,0.0017508020,0.0004748480
0.0064727780,0.8067580460,0.0144899490,0.3871379090,0.2366609290,0.1606425700,0.0000000000,0.0329047280,0.0000000000,0.0014044940,0.0010416670,0.0098579300,0.0000000000,0.0000000000,0.0000000000,0.0002238090,0.0303859010,0.0000000000,0.0052524070,0.0010090520
0.0377958170,0.7522042940,0.0000000000,0.3071662340,0.2072864320,0.2010050250,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000527000,0.0000000000,0.0000000000,0.0000000000,0.0016114230,0.0825146020,0.0000000000,0.0000000000,0.0000000000
0.2750761370,0.5861363810,0.0586461880,0.4914902930,0.0287356320,0.0278648550,0.0602698430,0.0599299280,0.0000000000,0.0000000000,0.0000000000,0.0062205120,0.0000000000,0.0000000000,0.0000000000,0.0179494640,0.0013504840,0.0000000000,0.0000000000,0.0002374240
0.0139629350,0.7896917960,0.1041913400,0.2574986180,0.2155528050,0.1320132010,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0004726700,0.0000000000,0.0000000000,0.0000000000
0.0901397590,0.2744082860,0.2453093350,0.3355454740,0.2164845490,0.1221948070,0.0203307160,0.0202160530,0.0399207520,0.0000000000,0.0010416670,0.0001581490,0.0000000000,0.0006118080,0.0030798850,0.0021485640,0.0564502520,0.0000000000,0.0072950100,0.0043923430
0.0046200050,0.7671503810,0.1654773520,0.3254327200,0.2139639640,0.2293202290,0.8489812850,0.0000000000,0.0000000000,0.0014044940,0.0000000000,0.0050080390,0.0031250000,0.0006118080,0.0000000000,0.0000895000,0.0029710660,0.0000000000,0.0011672020,0.0000000000
0.0200230020,0.0020920200,0.0244491590,0.4101430350,0.3682639560,0.1807034530,0.0139589160,0.0092534590,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000448000,0.0282251260,0.0000000000,0.0005836010,0.0000000000
0.0506830700,0.6732599720,0.0000000000,0.2839802510,0.1976639710,0.2587601080,0.0011516070,0.0000000000,0.0000000000,0.0000000000,0.0020833330,0.0003162970,0.0187500000,1.0000000000,0.0030798850,0.0000000000,0.0657010700,0.0000000000,0.0140064200,0.0034426470
0.0009357260,0.0055401590,0.0432907800,0.4916843270,0.1049183050,0.0928920960,0.5772448350,0.2568681120,0.0000000000,0.0028089890,0.0000000000,0.0000527000,0.0000000000,0.0000000000,0.0000000000,0.0638302630,0.0239035750,0.0000000000,0.0058360080,0.0000594000
0.0211750210,0.7764391730,0.0000000000,0.3048401820,0.1858108110,0.0600600600,0.0000000000,0.0215288820,0.0000000000,0.0084269660,0.0000000000,0.0001581490,0.0031250000,0.0000000000,0.0000000000,0.0000000000,0.0416624460,0.0000000000,0.0000000000,0.0000000000
0.0110825650,0.5391242240,0.0082698040,0.3116703540,0.2791421090,0.2357563850,0.0005246150,0.0000000000,0.0000000000,0.0042134830,0.0000000000,0.0007907430,0.0093750000,0.0085653100,0.0003849860,0.0000000000,0.0681994670,0.0000000000,0.0005836010,0.0004748480
0.0194709960,0.1676715310,0.0000000000,0.3908843590,0.2034023670,0.1577909270,0.0000000000,0.0707013570,0.0000000000,0.0000000000,0.0010416670,0.0000000000,0.0062500000,0.0000000000,0.0000000000,0.0042523670,0.0268071170,0.0000000000,0.0110884160,0.0000594000
0.0454006090,0.9096595140,0.0112926360,0.1813660160,0.1659959760,0.0536552650,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0011597560,0.0000000000,0.0000000000,0.0000000000,0.0000895000,0.3253654750,0.0000000000,0.0382258540,0.0001187120
0.0467442200,0.1256530440,0.0083048830,0.2247076840,0.1166518690,0.0789188120,0.0600597680,0.0056577820,0.0083793410,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0049237930,0.1615179450,0.0000000000,0.0000000000,0.0719988130
0.0000000000,0.1194278880,0.0000000000,0.3478554140,0.2611825980,0.4166666670,0.0000000000,0.0175713670,0.0000000000,0.0351123600,0.0041666670,0.0002108650,0.0000000000,0.0012236160,0.0015399420,0.0000000000,0.0572605420,0.0000000000,0.0227604320,0.0008903400
0.0096242710,0.7932528970,0.1077243800,0.2559878220,0.2521859670,0.1364896570,0.0000000000,0.0122313800,0.0905751540,0.0168539330,0.0010416670,0.0027412430,0.0218750000,0.0012236160,0.0000000000,0.0000000000,0.0444309400,0.0342857140,0.0087540120,0.0040362070
0.0179283450,0.0561965730,0.0006370530,0.0124383280,0.0301740450,0.0121074540,0.3338921960,0.0043399880,0.0032138240,0.0000000000,0.0000000000,0.0007380270,0.0062500000,0.0055062710,0.0030798850,0.0932611180,0.1204632160,0.0285714290,0.0218850310,0.0383142900
0.0131492440,0.6026673100,0.0539657710,0.2938551990,0.2724358970,0.2797202800,0.0000000000,0.0334224600,0.0494996380,0.0000000000,0.0000000000,0.0000000000,0.0281250000,0.0006118080,0.0026948990,0.0029095140,0.0400418650,0.0000000000,0.0186752260,0.0029084430
0.0272184590,0.8152885090,0.1692533230,0.2773377430,0.2100924810,0.1286690790,0.0000000000,0.0000000000,0.2390790730,0.0098314610,0.0104166670,0.0013179050,0.0125000000,0.0061180790,0.0011549570,0.0004476180,0.0429116450,0.0000000000,0.0478552670,0.0008309840
0.0462000460,0.6612581520,0.1654773520,0.3361766540,0.3040540540,0.2948402950,0.0118096310,0.0000000000,0.1043505890,0.0014044940,0.0041666670,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0135404310,0.0055707490,0.0000000000,0.0005836010,0.0000000000
0.0011334190,0.0028586080,0.0169151300,0.3696426990,0.0621609400,0.0522403050,0.0663145890,0.0144044960,0.0341335660,0.0294943820,0.0067708330,0.0039537150,0.0343750000,0.0119302540,0.0023099130,0.0061995030,0.0776866200,0.0000000000,0.0805369130,0.0025819850
0.0116550120,0.5201107350,0.1217574830,0.2901486670,0.3219696970,0.5234159780,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0033211210,0.0000000000,0.0036708470,0.0000000000,0.0151742350,0.1030082040,0.0000000000,0.0035016050,0.0004748480
0.0234676050,0.7996481110,0.0087557570,0.3110627800,0.3575143010,0.2496099840,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001054320,0.0000000000,0.0000000000,0.0000000000,0.0000895000,0.0016881060,0.0000000000,0.0000000000,0.0001187120
0.0032170090,0.0335296920,0.0000000000,0.4941260530,0.0810284190,0.0608307200,0.0362434420,0.0109025650,0.0000000000,0.0014044940,0.0000000000,0.0000527000,0.0093750000,0.0000000000,0.0000000000,0.0017009470,0.0594888420,0.0000000000,0.0017508020,0.0062917350
0.0016552310,0.0132079150,0.0172918490,0.2243954550,0.0564847420,0.0058685450,0.7571303280,0.1262168600,0.0000000000,0.0042134830,0.0020833330,0.0026885260,0.0781250000,0.0030590390,0.0011549570,0.0879568500,0.0324791520,0.0057142860,0.0245112340,0.0023148840
0.0030188110,0.0023239600,0.0332263670,0.3723415710,0.0349521710,0.0401364640,0.2415746000,0.0115097210,0.0284103880,0.0042134830,0.0552083330,0.0012124730,0.0156250000,0.0116243500,0.0250240620,0.0216646900,0.1215436040,0.0000000000,0.0274292380,0.0046297670
0.0109534480,0.8103261290,0.0653876530,0.2415222540,0.1868932040,0.0776699030,0.0000000000,0.0185608220,0.0274891200,0.0000000000,0.0000000000,0.0000000000,0.8093750000,0.0000000000,0.0000000000,0.0243951570,0.0114115940,0.0000000000,0.0000000000,0.0000594000
0.0000000000,0.0022155090,0.1463366310,0.3281626460,0.2108895710,0.2044989780,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0062500000,0.0003162970,0.0062500000,0.0012236160,0.0015399420,0.0053714110,0.1187751110,0.0000000000,0.0140064200,0.0003561360
0.0033002930,0.0089645870,0.0057462460,0.0159491960,0.0093852080,0.0078006920,0.1177942270,0.0000000000,0.0000000000,0.0000000000,0.0718750000,0.0018977830,0.0812500000,0.0159070050,0.0034648700,0.1284438580,0.0557074850,0.0171428570,0.0326816460,0.1087401690
0.0509491450,0.7361568040,0.1520728930,0.3784336980,0.1474738920,0.1580581430,0.0000000000,0.0809383870,0.1198721130,0.0000000000,0.0062500000,0.0001581490,0.0000000000,0.0000000000,0.0019249280,0.0006714260,0.0490901110,0.0000000000,0.0017508020,0.0007122720
0.0000000000,0.0036392680,0.0208382680,0.3044013820,0.1021039600,0.0660066010,0.0727058860,0.0000000000,0.0000000000,0.0000000000,0.0020833330,0.0000527000,0.0218750000,0.0042826550,0.0169393650,0.0002238090,0.0215739900,0.0000000000,0.0017508020,0.0023742400
0.0006073460,0.0008730440,0.0045320090,0.2532940570,0.0858634800,0.0387596900,0.0231149040,0.0123499010,0.0000000000,0.0014044940,0.0000000000,0.0002635810,0.0062500000,0.0055062710,0.0000000000,0.0663816830,0.3385664610,0.0000000000,0.0005836010,0.0356135930
0.0269261370,0.1346361110,0.0446494840,0.4169826560,0.2114823650,0.2970034470,0.0000000000,0.0152089480,0.0000000000,0.0056179780,0.0062500000,0.1058804920,0.0187500000,0.0318140100,0.0023099130,0.0000000000,0.0476045780,0.0685714290,0.0280128390,0.0017806800
0.0214131460,0.7995943790,0.1318224390,0.2578542730,0.1761565840,0.0759193360,0.0007602250,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001581490,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0283601740,0.0000000000,0.0005836010,0.0000594000
0.0365351400,0.6232932230,0.0945100030,0.2501753190,0.1157707250,0.0172711570,0.0280172800,0.0000000000,0.0000000000,0.0014044940,0.0229166670,0.0001054320,0.0281250000,0.0024472320,0.0073147260,0.0249099170,0.1782977140,0.0000000000,0.0402684560,0.0029084430
0.0221361370,0.8118835990,0.0256946250,0.2588306400,0.1318944840,0.1569653370,0.5714313450,0.0000000000,0.0000000000,0.0014044940,0.0041666670,0.0001581490,0.0218750000,0.0024472320,0.0000000000,0.0012085670,0.0880515890,0.0000000000,0.0093376130,0.0000000000
0.0141716510,0.0124330540,0.1388833960,0.3051135820,0.1738684420,0.1071892140,0.0170394020,0.0288169530,0.0106696870,0.0000000000,0.0000000000,0.0001581490,0.0062500000,0.0006118080,0.0000000000,0.0002238090,0.0569904450,0.0000000000,0.0005836010,0.0002374240
0.0380415990,0.5199933440,0.0973255520,0.3618254650,0.1788294800,0.1734104050,0.0000000000,0.0000000000,0.0000000000,0.0028089890,0.0000000000,0.0135480640,0.0062500000,0.0036708470,0.0000000000,0.0118171030,0.0952091560,0.0000000000,0.0023344030,0.0004154920
0.0076748650,0.7853222910,0.3092569090,0.3535204310,0.2244897960,0.2993197280,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0013876140,0.0794084880,0.0000000000,0.0000000000,0.0000594000
0.0436654140,0.6276081880,0.0000000000,0.2470493080,0.2660861150,0.0774068700,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0072916670,0.0017923510,0.0031250000,0.0091771180,0.0019249280,0.0002238090,0.0025659210,0.0000000000,0.0011672020,0.0000594000
0.0171851500,0.3465654810,0.0000000000,0.2892759350,0.1326478800,0.2437166790,0.0056944470,0.0728013980,0.0000000000,0.0000000000,0.0041666670,0.0000000000,0.0000000000,0.0000000000,0.0354186720,0.0025066580,0.1396400960,0.0000000000,0.0536912750,0.0005935600
0.2113993830,0.5561647220,0.0110699020,0.3143391330,0.1717619990,0.3681788300,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0001054320,0.0000000000,0.0000000000,0.0000000000,0.0016114230,0.0052668890,0.0000000000,0.0000000000,0.0001187120
0.0152254400,0.8784504170,0.1476957950,0.2355809610,0.2041160590,0.0539811070,0.0000000000,0.0902992780,0.0955256180,0.0000000000,0.0010416670,0.0000000000,0.0500000000,0.0000000000,0.0292589030,0.0004028560,0.0929133330,0.0000000000,0.0000000000,0.0002967800
0.0536105920,0.7919329170,0.0000000000,0.3150631800,0.1839141150,0.1126363960,0.0022557880,0.0000000000,0.0000000000,0.0014044940,0.0000000000,0.0003162970,0.0093750000,0.0000000000,0.0000000000,0.0000000000,0.0235997160,0.0000000000,0.0002918000,0.0003264580
0.1394586890,0.2358647620,0.0070155500,0.1964603830,0.0019097220,0.0027777780,0.2215227160,0.0059742650,0.0029493530,0.0014044940,0.0041666670,0.0270434120,0.0000000000,0.0024472320,0.0346487010,0.0937982590,0.0146189950,0.0485714290,0.0000000000,0.0054310730
0.0132418440,0.7187309170,0.0049405280,0.3241559330,0.2017312210,0.2112676060,0.0065816980,0.0336578290,0.0000000000,0.0000000000,0.0020833330,0.0328949100,0.0000000000,0.0000000000,0.0000000000,0.0000448000,0.0632364360,0.0000000000,0.0011672020,0.0004748480
0.0129500130,0.3310838180,0.0193265850,0.2595311710,0.0694444440,0.0734618920,0.0000000000,0.0000000000,0.0000000000,0.0014044940,0.0010416670,0.0004217300,0.0093750000,0.0055062710,0.0011549570,0.0000895000,0.0246463420,0.0000000000,0.0011672020,0.0064698030
0.0016905750,0.0002360610,0.0050460240,0.4080789800,0.1071401810,0.0899078440,0.1889428960,0.2277445030,0.0000000000,0.0168539330,0.0447916670,0.0015814860,0.0375000000,0.0055062710,0.0196342640,0.1261833890,0.0118842630,0.0000000000,0.0379340530,0.0150764210
0.0176234160,0.0649078630,0.1292187740,0.3701684620,0.2091822870,0.0597663680,0.2611529480,0.0856944240,0.1038403170,0.0000000000,0.0000000000,0.0001054320,0.0187500000,0.0000000000,0.0000000000,0.0443141380,0.0702927180,0.0000000000,0.0017508020,0.0018400360
0.0354191820,0.5494879960,0.0435313920,0.4614411930,0.1320406280,0.1625115420,0.0041422760,0.0000000000,0.0000000000,0.0028089890,0.0010416670,0.0000527000,0.0000000000,0.0012236160,0.0000000000,0.0142342380,0.0181640160,0.0000000000,0.0035016050,0.0017213240
