code,SYRY,edu_low21_59,DB,OLD60,CJR,JSZA,TEMP_POPU,XD,XJRY,JSGL,JTGL,MDJF,TFSJ,SPYP,SCGL,XFAQ,ZGFW,SHFW,GGSS,SHZA,risk
1,0.006535948,0.039215686,0,0.241830065,0.026143791,0.013071895,0.0000000000,0,0.00000000,4,0,16,0,0,0,94,0,1036,8,0,1
2,0,0.020030817,0.001540832,0.18798151,0.016949153,0,0.1290000000,0.001540832,0.00000000,0,4,8,2,0,0,100,0,276,84,14,1
3,0.005383814,0.015196249,0.000347343,0.033692254,0.002084057,0.000260507,0.1650000000,0.000347343,0.00008680,2,0,6,28,0,10,11406,0,6102,140,6609,3
4,0.000477327,0.001193317,0.000238663,0.280190931,0.01575179,0.003579952,0.2330000000,0.006921241,0.00023866,2,0,50,12,2,12,2769,0,552,54,62,2
5,0.005427408,0.46743555,0.016282225,0.219470828,0.014246947,0.006445047,0.0000000000,0,0.00000000,0,0,214,6,8,4,298,0,4015,0,20,1
6,0.002899952,0.532141131,0.012566457,0.128564524,0.016433059,0.001933301,0.0348000000,0.00821653,0.00000000,22,24,26,14,16,6,66,12,210,34,50,1
7,0,0.016997167,0.014164306,0.263456091,0.028328612,0.008498584,0.0000000000,0,0.00000000,0,4,8,53,0,0,62,0,266,0,8,1
8,0.190909091,0.519191919,0.002020202,0.227272727,0,0,0.0000000000,0,0.00000000,2,6,6,22,0,2,2,0,92,118,6,1
9,0.009052925,0.467966574,0.000696379,0.182451253,0.002089136,0.002785515,0.0153000000,0.004178273,0.00278552,28,10,505,44,134,38,136,0,618,52,54,1
10,0.004774898,0.575716235,0.009549795,0.233969986,0.014324693,0.006139154,0.0000000000,0,0.00000000,0,0,2970,0,0,0,912,0,432,0,0,1
11,0.000439432,0.000878863,0.00527318,0.246374689,0.008788633,0.00263659,0.0696000000,0.003076022,0.00029295,8,6,94,6,10,8,2766,2,688,66,522,1
12,0.009237875,0.464203233,0.025404157,0.256351039,0.041570439,0.013856813,0.0046200000,0.002309469,0.00692841,0,12,0,2,2,0,4,0,314,196,0,2
13,0,0.472527473,0,0.21978022,0.043956044,0,0.0000000000,0,0.00000000,0,0,0,0,0,0,0,0,2316,4,0,1
14,0.000429185,0.000600858,0.000686695,0.298369099,0.003776824,0.000772532,0.0348000000,0.000600858,0.00017167,2,26,224,14,4,12,4419,0,3797,304,342,1
15,0,0.0007109,0,0.203791469,0.000236967,0,0.0860000000,0,0.00000000,4,4,2,2,0,8,158,0,3665,79,377,1
16,0.000128601,0.000128601,0.000128601,0.114969136,0.000257202,0,0.0296000000,0,0.00000000,28,78,28,2,24,800,1772,0,2400,110,1000,1
17,0.022446689,0.42312009,0,0.207070707,0.012906846,0.00617284,0.0000000000,0.002244669,0.00000000,12,0,0,0,4,0,652,0,464,2,32,1
18,0.004863813,0.496108949,0.013618677,0.155642023,0.008754864,0.004863813,0.0000000000,0,0.00194553,2,0,40,4,2,0,6,2,642,35,12,1
19,0.006322053,0.281517293,0.000743771,0.156191893,0.005206396,0.000743771,0.4120000000,0,0.00000000,17,32,4,60,26,22,83,2,544,72,216,1
20,0.003642987,0.488160291,0,0.229508197,0.016393443,0.001821494,0.0000000000,0,0.00000000,0,2,0,0,16,2,0,0,1039,12,4,1
21,0.014167651,0.374262102,0.010625738,0.223140496,0.020070838,0.002361275,0.0000000000,0.001180638,0.00236128,6,0,4,2,4,0,138,0,1173,15,44,1
22,0.002257336,0.002257336,0,0.268623025,0.022573363,0.004514673,0.0406000000,0,0.00000000,3,3,17,1,3,5,110,15,158,3,18,1
23,0.002212389,0.565634218,0.012536873,0.191740413,0.017699115,0.003687316,0.0000000000,0.002212389,0.00073746,0,0,2,0,0,0,24,0,306,0,0,1
24,0.002574665,0.001716444,0.011671816,0.294713354,0.016821147,0.005149331,0.0664000000,0.006179197,0.00171644,4,10,63,8,10,38,1037,20,3146,57,106,2
25,0.005996132,0.000386847,0.049903288,0.330947776,0.040812379,0.007736944,0.2940000000,0.017988395,0.00038685,0,8,2,44,0,90,5090,2,378,48,78,3
26,0,0.110283159,0.004470939,0.219076006,0.026825633,0.008941878,0.0000000000,0,0.00149031,12,8,92,8,12,0,672,0,2502,8,8,1
27,0.037878788,0.587121212,0.049242424,0.143939394,0.022727273,0,0.0000000000,0,0.00000000,0,0,2,0,4,2,2,0,226,0,2,1
28,0.000613874,0.084100675,0,0.208717004,0.011049724,0.009208103,0.0006140000,0.000613874,0.00000000,0,0,2,8,0,0,376,0,92,8,8,1
29,0.009345794,0.317757009,0.003738318,0.21682243,0.013084112,0.005607477,0.0299000000,0.001869159,0.00000000,36,28,40,0,66,8,0,0,1796,116,128,1
30,0.00179051,0.089525515,0.017009848,0.236347359,0.002685765,0,0.0152000000,0,0.00000000,0,6,32,0,4,12,870,0,42,0,187,1
31,0.002909796,0.493695441,0,0.198836081,0.014548982,0.003879728,0.0097000000,0.000969932,0.00000000,0,0,2,0,0,0,14,0,5164,10,10,1
32,0,0.513112885,0.012542759,0.21322691,0.011402509,0.003420753,0.0000000000,0,0.00000000,0,2,34,4,0,0,156,0,2212,2,298,1
33,0,0.000152045,0,0.210430287,0,0,0.1050000000,0,0.00015205,10,0,2,0,0,2,414,0,1819,15,100,1
34,0.001267427,0.309252218,0.001267427,0.188212928,0.019011407,0.007604563,0.0006340000,0,0.00190114,0,0,0,0,0,0,0,0,108,0,0,1
35,0.002967359,0.409495549,0,0.24925816,0.017804154,0.011869436,0.0000000000,0,0.00000000,0,0,122,0,10,8,0,0,2374,0,4,1
36,0,0.000333,0.000333,0.262404262,0.018648019,0.002664003,0.0056600000,0,0.00000000,2,2,0,0,4,6,76,0,758,8,56,1
37,0,0.429268293,0.035365854,0.257317073,0.02195122,0,0.0000000000,0,0.00000000,0,0,2450,0,0,0,0,0,14,0,0,1
38,0.000295029,0.000147514,0,0.041156513,0,0,0.0926000000,0,0.00000000,10,22,169,14,29,30,1515,3,1806,61,242,1
39,0.00862069,0.351724138,0,0.125862069,0.001724138,0,0.0655000000,0,0.00000000,0,0,44,1,0,9,4928,0,172,0,21,1
40,0.008756567,0.382661996,0.022767075,0.19089317,0.019264448,0.006129597,0.0000000000,0,0.00087566,0,0,438,4,0,0,377,0,482,0,0,1
41,0.000558971,0.0039128,0.015651202,0.221352711,0.009502515,0.006148686,0.0000000000,0.001117943,0.00000000,6,4,0,4,2,0,16,0,2282,6,14,1
42,0.001904762,0.4,0.001904762,0.268571429,0.055238095,0.011428571,0.0000000000,0,0.00000000,18,0,38,0,4,0,10,0,140,38,8,1
43,0.001736111,0.0078125,0.000868056,0.292534722,0.020833333,0.009548611,0.0000000000,0.000868056,0.00000000,16,0,32,0,4,0,0,0,3388,16,48,1
44,0.012121212,0.472727273,0.018181818,0.139393939,0.012121212,0.006060606,0.0000000000,0,0.00000000,8,0,0,2,21,0,0,0,88,2,6,1
45,0.000792393,0.565768621,0.021394612,0.197305864,0.02614897,0.007131537,0.0000000000,0.003961965,0.00475436,18,6,0,6,2,0,2,0,220,2,0,2
46,0.003039514,0.036474164,0,0.215805471,0.039513678,0.021276596,0.0000000000,0,0.00000000,0,0,4,0,0,0,0,0,2340,4,10,1
47,0.000574383,0.045950603,0.00229753,0.157955198,0.018380241,0.006318208,0.0074700000,0.000574383,0.00000000,38,0,310,0,8,0,68,0,2734,12,80,1
48,0,0.242105263,0.031578947,0.442105263,0.031578947,0,0.0000000000,0,0.02105263,18,16,14,12,18,25,61,7,471,103,54,3
49,0.004056795,0.280933063,0.003042596,0.193711968,0.031440162,0.014198783,0.0000000000,0,0.00202840,0,0,0,0,0,4,576,0,4030,12,4,1
50,0.004310345,0.418103448,0.00862069,0.219827586,0.017241379,0,0.0000000000,0,0.00000000,0,0,18,0,12,8,128,0,1773,0,0,1
51,0.0025,0.366666667,0,0.1925,0.0275,0.004166667,0.0000000000,0,0.00083333,40,4,6,0,2,0,48,0,2254,18,38,1
52,0.002079002,0.515592516,0,0.251559252,0.027027027,0.002079002,0.0000000000,0.008316008,0.00000000,2,2,14,2,0,0,4,0,1338,2,38,1
53,0.005434783,0.380434783,0.016304348,0.211956522,0.032608696,0.005434783,0.0217000000,0,0.00000000,24,18,40,0,4,0,12,0,542,36,18,1
54,0.00660502,0.402906209,0.011889036,0.254953765,0.010568032,0.005284016,0.0000000000,0,0.00000000,0,6,6,34,0,6,24,0,348,8,4,1
55,0.002714932,0.462443439,0.027149321,0.237104072,0.02081448,0.004524887,0.0000000000,0,0.00000000,2,0,10,14,2,0,22,0,1816,2,114,1
56,0.002314815,0.502314815,0.000771605,0.222993827,0.022376543,0.011574074,0.0007720000,0.002314815,0.00154321,0,0,30,16,0,0,0,0,230,2,0,1
57,0.003327172,0.010443623,0.0012939,0.218207024,0.006284658,0.001016636,0.1340000000,0.000369686,0.00064695,0,2,12,198,0,0,4212,0,3911,2,348,2
58,0.001847575,0.491454965,0.002771363,0.243418014,0.024942263,0.0073903,0.0000000000,0.001847575,0.00000000,10,0,16,0,6,0,20,0,1008,22,4,1
59,0,0.015892421,0.002444988,0.209046455,0.013447433,0.006112469,0.0000000000,0,0.00000000,0,0,216,0,4,4,168,0,5614,0,364,1
60,0,0.006045949,0.00362757,0.198307134,0.018137848,0.010882709,0.0000000000,0.00120919,0.00000000,0,0,204,4,0,0,817,0,434,0,0,1
61,0.003493014,0.532934132,0.000998004,0.21756487,0.022954092,0.002994012,0.0000000000,0,0.00000000,4,22,0,2,12,0,2,0,1157,56,36,1
62,0.003208556,0.343315508,0,0.248128342,0,0,0.0090900000,0,0.00000000,4,0,122,8,0,0,314,0,76,10,32,1
63,0.00147929,0.127218935,0,0.25,0.026627219,0.00739645,0.0014800000,0.00147929,0.00147929,0,0,18,32,50,6,2,0,194,12,16,1
64,0,0.002664298,0.007992895,0.214920071,0.027531083,0.009769094,0.0000000000,0,0.00000000,0,604,8,0,8,0,168,0,898,184,456,1
65,0.002718399,0.030890893,0.008896577,0.17323613,0.008773014,0.002347708,0.0019800000,0.001606326,0.00098851,8,20,22,4,32,112,208,0,5240,70,114,1
66,0.009836066,0.382513661,0.002185792,0.264480874,0.020765027,0.004371585,0.0000000000,0,0.00000000,64,64,52,0,86,0,0,0,40,12,28,1
67,0.020553576,0.364209372,0.005480954,0.268018635,0.013428337,0.003288572,0.0787000000,0.001644286,0.00000000,8,84,3,6,50,60,928,4,1241,10,136,1
68,0.000366703,0.00110011,0.000366703,0.227356069,0.021268794,0.01210121,0.0000000000,0,0.00000000,48,52,8,4,4,0,57,0,238,58,24,1
69,0.011857708,0.356860531,0.011857708,0.210615471,0.016374929,0.010163749,0.0000000000,0,0.00000000,0,4,4,0,0,0,846,0,2828,0,10,1
70,0.004178892,0.067662488,0.002845203,0.14572775,0.009335823,0.001244776,0.2610000000,0.003556504,0.00088913,2,46,28,20,292,110,7257,0,836,74,1700,2
71,0.012195122,0.319927348,0.001556824,0.205500778,0.015568241,0.001556824,0.4380000000,0.000778412,0.00000000,4,36,12,52,38,62,1540,0,3299,120,1185,2
72,0.007159905,0.414081146,0,0.297136038,0.021479714,0.003579952,0.0011900000,0.002386635,0.00000000,2,10,2,2,28,6,182,2,142,18,44,1
73,0.006578947,0.254385965,0.010964912,0.197368421,0.026315789,0.002192982,0.0000000000,0,0.00000000,0,4,0,4,0,0,21,0,2272,28,64,1
74,0.087067862,0.09475032,0.003841229,0.303457106,0.005121639,0,0.1290000000,0.00128041,0.00000000,0,2,72,0,0,12,562,0,13,0,8,1
75,0.001454545,0.506909091,0.034909091,0.228363636,0.009454545,0.002909091,0.0036400000,0,0.00436364,0,2,4,0,0,0,110,0,2292,4,10,1
76,0,0.054855448,0.00148258,0.206819867,0.013343217,0.005189029,0.0007410000,0,0.00444774,0,8,60,12,22,0,28,2,310,4,4,1
77,0.002183406,0.032751092,0,0.189956332,0.024017467,0.006550218,0.0328000000,0,0.00000000,16,0,12,0,0,0,12,0,594,316,0,1
78,0.018181818,0.41322314,0.003305785,0.188429752,0.031404959,0.004958678,0.0364000000,0.001652893,0.00661157,0,0,8,2,44,2,8,0,1104,6,14,2
79,0.024832856,0.35530086,0.014326648,0.284622732,0.022922636,0.00286533,0.3160000000,0,0.00000000,2,4,62,20,44,190,220,2,1553,57,34,2
80,0.002153031,0.011427625,0.000496853,0.224412057,0.02136469,0.006127857,0.0210000000,0.002484266,0.00000000,0,0,12,0,0,0,68,0,2518,12,8,1
81,0.003387534,0.503387534,0.026422764,0.214092141,0.025745257,0.004742547,0.0000000000,0,0.00203252,4,2,0,4,0,0,390,2,3454,0,12,1
82,0.024932249,0.102168022,0.037669377,0.246070461,0.032249322,0.004607046,0.0623000000,0.013550136,0.00379404,2,0,8,6,2,28,14,2,2636,12,30,2
83,0.008307373,0.020976116,0.003946002,0.200207684,0.011214953,0.001869159,0.0494000000,0.004361371,0.00083074,8,21,14,6,8,72,1286,27,351,4,63,1
84,0.000686106,0.02813036,0.00754717,0.050428816,0.008233276,0.004459691,0.0113000000,0.000343053,0.00034305,0,4,1018,16,2,10,1446,10,198,4,2,1
85,0.046784348,0.262683619,0.0445624,0.254536477,0.018886557,0.003703247,0.0251000000,0.005801753,0.00345636,2,0,4,0,0,0,196,0,2848,2,10,2
86,0.003080082,0.460985626,0.018480493,0.246406571,0.012320329,0.00513347,0.0000000000,0.003080082,0.00205339,4,0,12,4,6,2,0,0,4,0,0,1
87,0.003929273,0.482318271,0.002946955,0.186640472,0.016699411,0.004911591,0.0009820000,0.000982318,0.00000000,2,0,132,2,0,0,36,0,1926,4,2,1
88,0.007352941,0.551470588,0.011029412,0.186764706,0.025735294,0.007352941,0.0500000000,0,0.00000000,4,4,4,4,0,0,0,0,236,8,0,1
89,0.005797101,0.551304348,0.053913043,0.164057971,0.026086957,0.006376812,0.0000000000,0,0.00231884,8,6,196,10,2,0,48,0,1250,42,70,1
90,0,0.001459854,0.006326034,0.208759124,0.01216545,0.002919708,0.0000000000,0.002919708,0.00000000,4,2,2,2,0,0,213,0,6,2,2,1
91,0.002650177,0.43639576,0.010600707,0.195229682,0.022968198,0.010600707,0.0000000000,0,0.00000000,0,2,10,0,0,0,210,0,3920,30,4,1
92,0.034562212,0.32718894,0.013824885,0.235023041,0.046082949,0.004608295,0.0000000000,0,0.00000000,0,0,0,0,0,0,0,0,496,0,0,1
93,0.000190313,9.52E-05,0,0.148253878,0.000856409,0,0.2910000000,9.52E-05,0.00000000,0,2,6,0,0,4,4956,0,424,20,122,1
94,0.015937453,0.057284619,0.003307773,0.188092016,0.007367313,0.002104947,0.1230000000,0.001202827,0.00135318,2,74,132,12,10,0,498,0,648,222,248,1
95,0.007915567,0.511873351,0.015831135,0.139841689,0.01055409,0.01055409,0.0026400000,0,0.00263852,0,4,4,4,4,0,8,0,532,8,32,1
96,0.006458967,0.5193769,0,0.18275076,0.020896657,0.007218845,0.0045600000,0.000379939,0.00037994,0,0,0,0,0,0,4,0,1370,0,12,1
97,0.000930233,0.461395349,0.009302326,0.173953488,0.018604651,0.006511628,0.0000000000,0,0.00000000,2,0,556,20,12,8,310,2,3374,14,116,1
98,0.006909548,0.345477387,0.005025126,0.180276382,0.012562814,0.002512563,0.0006280000,0,0.00000000,0,0,5100,0,0,0,412,0,60,0,0,1
99,0.00171969,0.114359415,0.006018917,0.1711092,0.018916595,0.012037833,0.0542000000,0.00171969,0.00000000,4,12,10,8,24,12,0,0,565,136,62,1
100,0.008042895,0.285075961,0,0.159964254,0.000893655,0,0.2380000000,0.000893655,0.00000000,0,6,425,0,52,24,286,0,2091,4,2700,2
101,0.001647446,0.511532125,0.018945634,0.23970346,0.027182867,0.009060956,0.0000000000,0,0.00082372,0,0,4,0,0,0,70,0,2809,0,6,1
102,0.008695652,0.485172798,0.008918618,0.15942029,0.013377926,0.002898551,0.0055700000,0.003344482,0.00579710,2,36,62,4,10,8,12,0,2219,44,16,2
103,0,0.094620868,0.016850292,0.202851588,0.025275437,0.016202203,0.0006480000,0.000648088,0.00000000,4,0,4,0,1016,0,212,0,2825,36,8,2
104,0.006788139,0.349053233,0.001786352,0.287602715,0.019649875,0.006073598,0.0268000000,0,0.00035727,10,2,24,10,6,12,3303,0,1374,152,278,1
105,0.00759631,0.406673901,0.004612046,0.161421595,0.009224091,0.003526858,0.0002710000,0,0.00217037,0,4,0,0,0,0,8,0,34,0,2,1
106,0.004933051,0.449612403,0.042283298,0.229739253,0.020436927,0.005637773,0.0014100000,0.000704722,0.00070472,0,0,18,2,0,0,0,0,180,2,6,1
107,0.003562945,0.508313539,0.001187648,0.22327791,0.017814727,0.004750594,0.0143000000,0,0.00118765,0,0,0,0,0,0,136,0,150,0,0,1
108,0.001375516,0.004539202,0.005777166,0.209078404,0.019807428,0.007290234,0.0079800000,0.002063274,0.00096286,2,4,2312,4,60,44,3308,0,2722,312,1186,2
109,0.004678363,0.349707602,0.005847953,0.198830409,0.019883041,0,0.0000000000,0,0.00000000,2,0,0,0,0,0,0,0,98,0,0,1
110,0.001253133,0.45802005,0.040726817,0.218671679,0.014724311,0.005639098,0.0015700000,0.000313283,0.00000000,0,2,3,0,1,3,223,0,2367,0,413,1
111,0.001022495,0.093387866,0.00204499,0.16939332,0.015678255,0.006134969,0.0000000000,0.005453306,0.00000000,48,14,914,24,30,4,4,0,1052,44,6,1
112,0.00078637,0.000524246,0.002228047,0.231323722,0.012581913,0.004587156,0.1520000000,0.007732634,0.00013106,0,0,300,0,0,0,4638,0,24,2,54,2
113,0.00266489,0.000666223,0,0.192538308,0.009327115,0.003331113,0.0000000000,0,0.00199867,0,36,4,4,4,0,534,0,712,111,462,1
114,0.076155938,0.342701723,0.013599275,0.309156845,0,0.000906618,0.0009070000,0.002719855,0.00000000,0,20,352,0,4,8,1388,0,48,4,106,1
115,0.018743109,0.525909592,0.030871003,0.181918412,0.006615215,0.003307607,0.0000000000,0,0.00000000,0,0,1,5,0,0,1,0,188,18,0,1
116,0.001213592,0.009708738,0,0.214805825,0.006067961,0.002427184,0.1140000000,0,0.00000000,6,14,0,0,0,0,546,0,18,18,4,1
117,0.00230747,0.009518316,0.005768676,0.341217191,0.00836458,0.001153735,0.0306000000,0.002019037,0.00000000,0,56,0,16,0,0,94,2,1245,14,119,1
118,0.005455537,0.006001091,0.003000546,0.358701582,0.013229678,0.00436443,0.1040000000,0.003546099,0.00068194,0,2,12,18,4,0,1200,0,6348,24,4050,2
119,0,0.144645341,0.020862309,0.272600834,0.012980992,0.002318034,0.0064900000,0.000927214,0.00046361,2,0,0,0,0,0,256,0,981,0,8,1
120,0.000334336,0.002674691,0.005683718,0.25041792,0.035105316,0.007689736,0.1300000000,0.001671682,0.00050151,6,20,80,49,126,66,8354,192,1916,128,184,3
121,0.052588997,0.416666667,0.009708738,0.291262136,0.001618123,0,0.0364000000,0.004045307,0.00000000,0,16,100,0,2,8,162,4,116,0,50,1
122,0.000145075,0.000145075,0.025097925,0.256637168,0.008559408,0.001595822,0.0795000000,0.003626868,0.00420717,2,6,12,14,40,4,922,0,2545,49,326,2
123,0.001337196,0.015377758,0.004680187,0.277245376,0.013149097,0.002674393,0.1750000000,0.002897259,0.00044573,2,2,18,0,0,2,1080,0,2061,64,144,1
124,0.004975124,0.022802653,0.001658375,0.048507463,0.004975124,0.000414594,0.2260000000,0.000207297,0.00020730,8,46,8,16,148,2,3067,60,2837,136,250,2
125,0.007218479,0.336862368,0.014436959,0.294995188,0.025986526,0.008662175,0.0057700000,0.001443696,0.00048123,2,22,2,0,0,0,42,0,472,4,4,1
126,0.003710575,0.421150278,0.005565863,0.233766234,0.018552876,0.031539889,0.0111000000,0,0.00000000,112,16,2526,4,108,2,16,0,2262,36,44,2
127,0.003416301,0.011420205,0.001659346,0.205368472,0.014055637,0.003318692,0.0160000000,0.001756955,0.00039043,4,50,22,14,24,320,1580,6,5173,174,700,1
128,0,0.000237361,0.004747211,0.313315927,0.003797769,0.000237361,0.0216000000,0,0.00000000,0,20,79,12,156,8,1385,0,1349,26,76,1
129,0,0.008344924,0.019471488,0.242002782,0.020862309,0.013908206,0.0000000000,0,0.00000000,0,0,64,16,0,0,320,0,3784,16,316,1
130,0.007736944,0.426499033,0.010638298,0.181818182,0.017408124,0,0.0000000000,0.00483559,0.00096712,26,0,134,20,0,6,36,0,578,12,38,1
131,0.002479632,0.444916755,0.001771165,0.200850159,0.010981226,0.004250797,0.0060200000,0,0.00035423,4,0,1876,2,0,2,0,2,154,6,4,1
132,0.020715631,0.328625235,0,0.276836158,0.018832392,0.00094162,0.0678000000,0,0.00094162,2,10,4,20,8,2,160,0,192,22,80,1
133,0.002219756,0.532741398,0.003329634,0.144284129,0.018867925,0.002219756,0.0000000000,0,0.00332963,4,0,0,0,0,2,2,0,240,2,0,1
134,0.00241473,0.007546031,0.016903109,0.307878056,0.011469967,0.003018412,0.1300000000,0.002112889,0.00271657,8,4,8,36,10,2,2136,0,2072,70,124,2
135,0.000229358,0.01353211,0.006192661,0.276605505,0.012385321,0.003325688,0.2080000000,0.006307339,0.00137615,0,46,1148,16,0,12,5738,0,4260,340,246,2
136,0.021677867,0.077823542,0.000867115,0.308259267,0.011922827,0.003034901,0.0577000000,0.001517451,0.00065034,8,6,30,10,6,6,4336,0,3098,196,68,2
137,0.00016975,0.00016975,0.000509251,0.18536751,0.002376507,0.000679002,0.1050000000,0,0.00016975,2,14,32,29,4,16,782,0,49,20,22,1
138,0.00019857,0.001191422,0.005758539,0.348490866,0.007148531,0.003177125,0.0391000000,0.001588562,0.00000000,2,4,34,12,14,18,1383,0,1180,195,248,1
139,0,0.001395673,0.00418702,0.210746685,0.023726448,0.005582694,0.0000000000,0.00209351,0.00000000,10,224,8,0,22,0,0,0,916,38,2,1
140,0.007751938,0.512489233,0.034453058,0.184323859,0.022394488,0.005167959,0.0008610000,0.000861326,0.00000000,0,0,10,0,0,0,2,0,1238,6,0,1
141,0.004823844,0.01352399,0.0004307,0.018950814,0.003445603,8.61E-05,0.0583000000,0.00017228,0.00008610,0,0,18,0,8,104,4694,3,3324,14,434,1
142,0.000769823,0.547729022,0.003079292,0.217090069,0.016936105,0.004234026,0.0003850000,0,0.00000000,4,0,4,2,0,0,156,0,226,0,0,1
143,0,0.000112322,0.000449287,0.056947096,0.001684825,0.000112322,0.0576000000,0.000224643,0.00000000,0,0,4,0,2,0,244,0,6,0,950,1
144,0.000357654,0.003040057,0,0.11462804,0.003397711,0.000894134,0.0914000000,0.000357654,0.00000000,0,0,10,6,0,0,52,0,9365,0,4,1
145,0.017908636,0.023524055,0.003338898,0.074062832,0.007588405,0.001214145,0.1080000000,0,0.00030354,8,20,383,42,20,16,6093,124,4193,77,411,2
146,0.011764706,0.084860174,0.002121504,0.296239151,0.014079074,0.004243009,0.0731000000,0.006364513,0.00250723,0,14,83,6,2,0,7580,0,2383,192,144,2
147,0.003404255,0.003525836,0.000851064,0.031610942,0.002431611,0.000851064,0.0447000000,0.000243161,0.00060790,18,38,72,65,24,36,2325,77,2532,261,1594,2
148,0.01119403,0.388059701,0.007462687,0.276119403,0.037313433,0.007462687,0.0000000000,0,0.00000000,0,0,20,0,0,0,128,0,2592,0,0,1
149,0,0.000167336,0.001506024,0.151104418,0.004016064,0.001338688,0.0427000000,0.001004016,0.00000000,0,0,10,0,4,818,176,0,5178,208,62,1
150,0,0.006329114,0.003164557,0.246835443,0.012658228,0,0.0000000000,0,0.00000000,0,0,0,14,2,8,70,0,550,0,8,1
151,0,0.259493671,0,0.297468354,0.018987342,0.006329114,0.0000000000,0.006329114,0.00632911,0,0,168,0,0,0,0,0,10,672,0,2
152,0.006252791,0.522554712,0.004912908,0.184010719,0.010272443,0.005806163,0.0008930000,0,0.00044663,4,0,8,0,0,0,232,0,4942,0,140,1
153,0.011525424,0.335141243,0.001694915,0.124745763,0.000112994,0,0.4070000000,0.000903955,0.00000000,0,6,1074,2,2,138,2757,0,467,2,367,2
154,0.002384738,0.356120827,0.007949126,0.240063593,0.023847377,0.014308426,0.0000000000,0,0.00000000,0,0,0,0,0,0,96,0,58,30,0,1
155,0,0.242497972,0.03325223,0.214922952,0.01946472,0.0081103,0.0032400000,0,0.00081103,0,0,8,2,6,0,0,0,3958,10,8,1
156,0.008517228,0.541618273,0.005032907,0.220673635,0.025551684,0.007355788,0.0000000000,0.00116144,0.00000000,0,2,22,0,0,0,102,0,1742,0,0,1
157,0.005314438,0.029672276,0.019486271,0.251992914,0.02170062,0.001771479,0.4300000000,0.002657219,0.00177148,2,4,14,0,23,0,4837,0,1941,2,2302,2
158,0.006451613,0.565591398,0,0.205734767,0.025089606,0.008602151,0.1880000000,0.003584229,0.00000000,0,0,24,2,0,0,0,0,890,2,2,2
159,0.002376865,0.00409349,0.000264096,0.059949822,0.001716625,0.001452529,0.1320000000,0.001188433,0.00026410,0,0,2,0,0,0,6063,0,856,0,663,1
160,0.000361011,0.003537906,7.22E-05,0.137617329,0.001444043,0.000216606,0.1790000000,7.22E-05,0.00050542,2,0,12,4,54,0,4275,0,1768,6,12,1
161,0,0.01059135,0.002647838,0.206531333,0.013239188,0.009708738,0.0000000000,0,0.00088261,0,0,124,4,8,0,4,0,2382,8,24,1
162,0.018701737,0.274975869,0.001568533,0.184362934,0.012548263,0.002895753,0.0146000000,0.000844595,0.00036197,16,58,36,12,655,483,7471,4,28275,243,288,3
163,0.004291845,0.564377682,0.037553648,0.225321888,0.019313305,0.004291845,0.0000000000,0.002145923,0.00000000,0,0,2,0,0,0,0,0,4,2,0,1
164,0.00479693,0.023025264,0.005116725,0.252958107,0.015350176,0.006395907,0.0566000000,0.003517749,0.00031980,18,16,32,8,6,2,1256,0,1047,98,106,1
165,0.008387539,0.011297501,0.000855871,0.359637111,0.013180418,0.002567614,0.0293000000,0,0.00034235,22,8,322,16,20,8,10820,0,2746,150,440,2
166,0.001181335,0.488481985,0.007088009,0.193148258,0.014176019,0.001181335,0.0000000000,0,0.00000000,0,4,2,0,2,2,4,0,196,136,90,1
167,0.000991642,0.000849979,0.002124947,0.360957643,0.008499788,0.003541578,0.0673000000,0.000991642,0.00000000,6,10,36,10,0,38,1120,0,5541,155,458,1
168,0.00780379,0.501672241,0.028985507,0.224080268,0.013377926,0.002229654,0.0424000000,0.002229654,0.00000000,8,0,8,4,0,0,18,0,1072,34,10,1
169,0.00472565,0.020477816,0,0.081648727,0.000262536,0,0.1310000000,0.000262536,0.00157522,30,10,14,55,40,42,2384,8,1360,66,550,1
170,0.001035197,0.229813665,0.004140787,0.208074534,0.031055901,0.01242236,0.0010400000,0.002070393,0.00103520,0,8,4,12,12,0,166,0,1070,12,444,1
171,0.020683833,0.086112284,0.008020262,0.14014352,0.013507809,0.001266357,0.1230000000,0.005065428,0.00084424,6,26,12,16,8,36,1054,0,722,30,38,1
172,0.000675904,0.001013856,0.011490368,0.266306185,0.019601217,0.00337952,0.3200000000,0.000675904,0.00067590,0,0,4831,0,2,2,9090,2,138,4,8,2
173,0.001269036,0.460659898,0.002538071,0.181472081,0.019035533,0.006345178,0.0038100000,0,0.00000000,4,0,12,10,184,216,2,0,588,32,4,1
174,0.150592217,0.327975183,0.005076142,0.305414552,0.031584884,0.001128032,0.1250000000,0.007332205,0.00000000,10,412,10,34,0,28,3629,0,2009,225,106,2
175,0.025,0.168085106,0.002393617,0.044148936,0,0,0.4430000000,0,0.00000000,0,2,13392,0,0,93,11257,0,435,0,3373,3
176,0.025116279,0.490232558,0.010232558,0.231627907,0.023255814,0.002790698,0.0018600000,0,0.00279070,8,30,0,8,0,6,18,0,672,76,46,1
177,0.019607843,0.39379085,0.001633987,0.197712418,0.019607843,0.008169935,0.0000000000,0.000980392,0.00000000,44,30,28,6,16,28,88,0,886,32,52,1
