code,SYRY,edu_low21_59,DB,OLD60,CJR,JSZA,TEMP_POPU,XD,XJRY,JSGL,JTGL,MDJF,TFSJ,SPYP,SCGL,XFAQ,ZGFW,SHFW,GGSS,SHZA,risk
526,0.007786429,0.472747497,0.010011123,0.26807564,0.026696329,0.002224694,0.0000000000,0,0.00000000,0,4,6,4,0,0,6,0,930,6,4,1
527,0.020737327,0.417050691,0.00921659,0.232718894,0.023041475,0.002304147,0.0000000000,0,0.00460830,0,0,4,2,16,4,38,0,567,90,22,1
528,0.022373541,0.388132296,0,0.211089494,0.01459144,0.006809339,0.0009730000,0.002918288,0.00000000,0,0,76,4,0,0,4,0,7876,4,0,1
529,0.009853688,0.22364885,0.004180352,0.15616602,0.000298597,0,0.0997000000,0.000298597,0.00000000,0,24,167,2,9,18,460,0,572,2,86,1
530,0.265909091,0.281818182,0.056818182,0.145454545,0.109090909,0.022727273,0.0000000000,0.009090909,0.02045455,0,0,0,0,0,0,1,0,0,0,0,4
531,0,0.003532321,0.01695514,0.191451784,0.015895443,0.010596962,0.0000000000,0.001059696,0.00000000,24,14,34,6,4,0,234,16,524,56,8,1
532,0,0.017901018,0.018954019,0.228852229,0.023517024,0.005967006,0.0000000000,0.000351,0.00070200,28,26,32,12,450,22,14,0,2390,36,222,1
533,0.002085506,0.17831074,0.005213764,0.244004171,0.003128259,0.004171011,0.0125000000,0.004171011,0.00000000,0,0,336,0,0,2,388,0,8,0,44,1
534,0.008714597,0.448801743,0.010893246,0.250544662,0.017429194,0.010893246,0.0131000000,0.002178649,0.00217865,78,6,0,0,18,0,4,0,528,76,2,1
535,0.064112588,0.139562158,0.025019547,0.268569195,0.035965598,0.006254887,0.0058600000,0.0089914,0.00234558,0,4,4,6,0,0,504,0,550,236,30,2
536,0,0.052959502,0.001557632,0.185358255,0.040498442,0.015576324,0.0015600000,0,0.00000000,4,0,4,0,0,0,400,0,132,28,0,1
537,0.011088416,0.418149985,0.012547418,0.19988328,0.018091625,0.009629413,0.0000000000,0.001167202,0.00058360,0,0,12,8,4,0,944,0,1860,12,0,1
538,0.000804505,0.032984714,0.004827031,0.179404666,0.028962188,0.015285599,0.0000000000,0,0.00080451,0,0,62,0,32,0,0,0,1448,16,8,1
539,0.000934579,0.029906542,0.012149533,0.16728972,0.012149533,0.008411215,0.0000000000,0,0.00186916,4,0,176,28,4,0,4,0,144,38,0,1
540,0.00110011,0.458745875,0.00880088,0.185918592,0.02860286,0.00330033,0.0000000000,0,0.00000000,4,10,14,2,0,0,34,0,1594,4,6,1
541,0.004587156,0.519495413,0.033256881,0.178899083,0.018348624,0.006880734,0.0000000000,0,0.00000000,0,4,0,0,0,0,34,0,863,4,0,1
542,0.007832898,0.371627502,0.026979983,0.212358573,0.020017406,0.006962576,0.0008700000,0.000870322,0.00870322,4,0,24,4,0,0,8,0,48,8,4,2
543,0.003603604,0.007207207,0.049774775,0.225,0.024324324,0.00472973,0.2420000000,0.00990991,0.00337838,0,86,0,0,4,138,2394,0,1762,124,412,2
544,7.04E-05,0.00267681,0.000140885,0.025007044,0.001549732,0.000211327,0.5750000000,0.000352212,0.00000000,6,2,4,14,42,0,607,0,763,562,20,2
545,0,0.008300781,0.05078125,0.198730469,0.015625,0.005859375,0.0151000000,0.000976563,0.00048828,0,40,8,0,0,0,0,0,7086,0,12,1
546,0.004092769,0.466575716,0,0.151432469,0.013642565,0.006139154,0.0273000000,0.000682128,0.00000000,0,0,14,0,20,0,48,0,36,0,0,1
547,0.002233639,0.000670092,0.000223364,0.300647755,0.004914005,0.001340183,0.0389000000,0.000446728,0.00000000,13,10,6,8,2,27,1055,2,3667,22,298,1
548,0.016716817,0.04480107,0.017719826,0.218990304,0.018722835,0.006686727,0.0003340000,0.001337345,0.00033434,72,10,8,2,238,43,480,0,1172,160,200,1
549,0.00385505,0.494217425,0.032382421,0.220123362,0.024672321,0.00231303,0.0038600000,0,0.00000000,0,2,16,0,0,0,156,0,3346,22,14,1
550,0.00509165,0.099796334,0.00712831,0.230142566,0.013238289,0.009164969,0.0000000000,0.00101833,0.00000000,4,4,8,0,4,0,12,0,416,24,12,1
551,0.000244618,0.002690802,0.000489237,0.182485323,0.00758317,0.001956947,0.1060000000,0.010763209,0.00048924,0,0,2,0,0,0,2451,0,1198,0,0,2
552,0.003753754,0.460960961,0.017267267,0.175675676,0.015765766,0.001501502,0.0000000000,0,0.00075075,0,0,22,2,6,0,6,0,1878,6,16,1
553,0.00172117,0.533562823,0.002581756,0.265920826,0.025817556,0.006024096,0.0000000000,0.00172117,0.00000000,2,2,374,0,0,0,10,0,900,18,34,1
554,0.010050251,0.497487437,0,0.211055276,0.022613065,0.007537688,0.0000000000,0,0.00000000,0,0,2,0,0,0,72,0,2444,0,0,1
555,0.073145246,0.387669801,0.010449321,0.337513062,0.003134796,0.001044932,0.0564000000,0.003134796,0.00000000,0,0,236,0,0,0,802,0,40,0,8,1
556,0.003712871,0.522277228,0.018564356,0.176980198,0.023514851,0.004950495,0.0000000000,0,0.00000000,0,0,0,0,0,0,0,0,14,0,0,1
557,0.023968981,0.181529785,0.043708142,0.230525203,0.023616496,0.004582305,0.0190000000,0.001057455,0.00140994,0,2,6,0,2,16,96,0,1672,25,148,1
558,0.001228501,0.507371007,0.029484029,0.223587224,0.023341523,0.008599509,0.7950000000,0,0.00000000,2,0,190,2,2,0,4,0,88,4,0,2
559,0.005324298,0.001452081,0.004356244,0.281703775,0.04017425,0.006776379,0.0131000000,0.000484027,0.00000000,0,0,0,0,0,0,2,0,836,2,0,1
560,0.013477089,0.445283019,0,0.195148248,0.021563342,0.009703504,0.0010800000,0,0.00000000,0,4,12,12,3269,16,0,0,1946,48,116,3
561,0.000248818,0.003732272,0.007713362,0.337646181,0.011445633,0.003483454,0.5400000000,0.013436178,0.00000000,4,0,2,0,0,0,2852,0,708,20,2,2
562,0.005630631,0.513513514,0,0.209459459,0.02027027,0.002252252,0.0000000000,0.001126126,0.00000000,12,0,6,2,0,0,0,0,1234,0,0,1
563,0.002946955,0.356581532,0.001473477,0.214145383,0.030451866,0.008840864,0.0004910000,0,0.00000000,6,0,30,6,28,2,0,0,2020,2,16,1
564,0.005177515,0.110946746,0,0.268491124,0.022189349,0.00591716,0.0000000000,0.003698225,0.00000000,0,2,0,4,0,0,190,0,794,38,2,1
565,0.012072435,0.601609658,0.002012072,0.124748491,0.018108652,0.002012072,0.0000000000,0,0.00000000,0,0,44,0,0,0,4,0,9637,131,4,1
566,0.012429713,0.083160698,0.001479728,0.154483575,0.012725658,0.002959455,0.0562000000,0.000295946,0.00029595,0,0,0,0,0,0,220,0,4784,0,2426,1
567,0,0.079044118,0,0.238970588,0.028492647,0.015625,0.0000000000,0.000919118,0.00000000,50,8,8,0,4,8,0,0,1696,78,30,1
568,0.002559181,0.524632118,0.019193858,0.175943698,0.027511196,0.005118362,0.0000000000,0.000639795,0.00319898,24,2,104,14,4,0,0,12,1316,30,136,1
569,0.00476731,0.03723042,0.000113507,0.008853575,0.003291714,0.00045403,0.3130000000,0.000227015,0.00011351,0,0,28,4,18,16,4167,10,3568,75,1291,2
570,0.003496503,0.398601399,0.009615385,0.201923077,0.02972028,0.01048951,0.0000000000,0.001748252,0.00174825,0,0,0,18,2,14,130,0,1186,64,98,1
571,0.007237636,0.53920386,0.030156815,0.190591074,0.02291918,0.00482509,0.0000000000,0,0.00844391,14,20,50,8,20,6,20,0,1271,164,28,2
572,0.012285012,0.437346437,0.029484029,0.230958231,0.033169533,0.011056511,0.0111000000,0,0.00368550,2,8,0,0,0,0,605,0,165,2,0,1
573,0.000301386,0.001959011,0.003013864,0.253918023,0.006781193,0.001959011,0.0621000000,0.000753466,0.00120555,42,13,150,22,39,12,277,0,2301,276,87,1
574,0.003099174,0.344008264,0.021694215,0.199380165,0.035123967,0.019628099,0.0000000000,0,0.00000000,0,0,126,0,12,0,678,0,3051,12,16,1
575,0.00624025,0.528861154,0.001560062,0.213728549,0.03900156,0.009360374,0.0000000000,0,0.00000000,0,0,4,0,0,0,4,0,50,0,4,1
576,0.000855432,0.022241232,0,0.339321357,0.008839464,0.002281152,0.0339000000,0.000570288,0.00000000,2,0,2,6,0,0,76,0,1762,6,212,1
577,0.000440141,0.008802817,0.003080986,0.154269366,0.006161972,0.00022007,0.7090000000,0.006602113,0.00000000,6,4,102,50,10,6,3930,2,962,84,78,2
578,0.000802729,0.001605459,0.005920128,0.255769617,0.003812964,0.001505117,0.2260000000,0.000602047,0.00100341,6,106,46,10,38,130,968,0,3600,94,156,1
579,0.002912621,0.53592233,0.011650485,0.166019417,0.02038835,0.002912621,0.0000000000,0.000970874,0.00097087,0,0,0,518,0,0,1090,0,338,0,2,2
580,0,0.001533742,0.02607362,0.225460123,0.023006135,0.007668712,0.0000000000,0,0.00000000,0,12,12,4,4,8,240,0,3518,48,12,1
581,0.000877578,0.005996782,0.001023841,0.01126225,0.001023841,0.000292526,0.1100000000,0,0.00000000,0,138,72,52,52,18,5739,6,1650,112,3664,2
582,0.013547841,0.486875529,0.027095682,0.259949196,0.016088061,0.00592718,0.0000000000,0.0042337,0.00423370,0,12,6,0,0,10,30,0,1454,6,24,2
583,0,0.002475248,0.003712871,0.209158416,0.011138614,0.002475248,0.0681000000,0,0.00000000,0,4,2,14,14,88,10,0,639,6,80,1
584,0.000161499,0.000645995,0.000807494,0.174095607,0.009366925,0.001453488,0.0216000000,0.000645995,0.00000000,2,0,10,4,18,0,2966,0,10028,2,1200,1
585,0.007159905,0.089101034,0.007955449,0.286396181,0.023070804,0.011137629,0.0000000000,0.000795545,0.00000000,8,12,4017,12,104,12,0,24,1410,96,60,1
586,0.00569395,0.528825623,0.023487544,0.177224199,0.019217082,0.002846975,0.0007120000,0,0.00000000,0,0,6,0,0,0,0,0,840,2,2,1
587,0.009715026,0.412240933,0.016839378,0.171955959,0.012629534,0.000647668,0.0262000000,0,0.00000000,2,44,4,18,8,38,1113,0,5281,138,98,1
588,0.0058862,0.536952256,0.004578156,0.177894048,0.014388489,0.0058862,0.5350000000,0,0.00000000,2,8,6,14,8,0,54,0,2608,32,0,2
589,0.003768371,0.008290416,0.024745635,0.209647029,0.018967466,0.004019596,0.0160000000,0.001507348,0.00037684,0,0,6,4,2,0,10,0,1688,2,8,1
590,0.010115607,0.343930636,0.01734104,0.248554913,0.019508671,0.00650289,0.0000000000,0,0.00000000,4,0,514,4,12,0,528,0,2820,8,14,1
591,0.002040816,0.519387755,0.055102041,0.242857143,0.024489796,0.01122449,0.0000000000,0,0.00000000,0,0,0,0,0,0,62,0,2352,0,2,1
592,0.01161103,0.41509434,0,0.169811321,0.029027576,0.002902758,0.0000000000,0,0.00000000,0,14,68,2,30,10,10,0,76,4,2,1
593,0.004569688,0.229246002,0,0.198781417,0.014470678,0.009139375,0.0053300000,0.003808073,0.00000000,0,8,0,0,0,184,112,0,4136,184,20,1
594,0.056213018,0.367850099,0.001972387,0.215976331,0.018737673,0.013806706,0.0000000000,0,0.00000000,0,0,4,0,0,0,72,0,156,0,4,1
595,0.004048583,0.58097166,0.026315789,0.16194332,0.022267206,0.002024291,0.0000000000,0.004723347,0.00337382,0,2,0,32,0,152,18,0,2752,0,10,2
596,0.014255544,0.52375924,0,0.216473073,0.020063358,0.004223865,0.0021100000,0,0.00000000,2,0,12,6,0,0,0,0,699,1,11,1
597,0.037083333,0.156041667,0.00125,0.135104167,0.000208333,0.000104167,0.2070000000,0.0003125,0.00010417,2,8,1026,0,8,180,4191,17,433,0,183,1
598,0.003521127,0.475352113,0.000880282,0.222711268,0.022007042,0.007922535,0.0061600000,0.001760563,0.00000000,0,4,1248,0,0,0,2,0,1873,4,16,1
599,0.003443526,0.219008264,0.003443526,0.178374656,0.007575758,0.002754821,0.0000000000,0,0.00000000,2,2,16,6,18,6,4,0,730,4,218,1
600,0.000449539,0.00022477,0.000899078,0.280287705,0.01168802,0.003371544,0.1770000000,0.011912789,0.00000000,24,86,60,24,18,102,5638,0,352,130,508,2
601,0.004686227,0.042991035,0.023023635,0.254278729,0.022819886,0.002241239,0.2440000000,0.004482478,0.00366748,0,0,4,12,0,0,1980,0,2082,6,62,2
602,0.009418283,0.363434903,0.007756233,0.316897507,0.014404432,0.006094183,0.0038800000,0,0.00000000,4,2,2,0,4,0,636,0,538,12,58,1
603,0.000748911,0.339188453,0.000510621,0.064916939,0.001633987,0.00023829,0.8970000000,0.000204248,0.00071487,0,46,19,15,0,2,2715,0,1234,25,168,2
604,0.000831255,0.03042394,0.000831255,0.228927681,0.00482128,0.000332502,0.0718000000,0.000831255,0.00066500,2,0,136,6,39,84,92,0,376,184,67,1
605,0.000189358,0.004544594,0.001514865,0.206021587,0.015148646,0.002272297,0.4920000000,0.008710472,0.00113615,0,2,312,2,2,6,5045,0,1428,16,122,2
606,0.003617945,0.452243126,0,0.206946454,0.013748191,0.015195369,0.0000000000,0,0.00000000,0,0,0,0,262,0,36,0,2290,0,0,1
607,0.010332103,0.572693727,0,0.223616236,0.015498155,0.007380074,0.0000000000,0.002214022,0.00073801,0,0,0,0,0,0,0,0,2670,0,0,1
608,0.011992263,0.341972921,0,0.215860735,0.004255319,0.003094778,0.0112000000,0.000386847,0.00000000,0,0,0,2,0,0,0,0,220,4,2,1
609,0.008928571,0.493303571,0,0.212053571,0.011160714,0.004464286,0.0022300000,0.006696429,0.00000000,6,10,0,0,12,2,22,0,104,26,26,1
610,0.00520156,0.473342003,0.016905072,0.234070221,0.019505852,0.00520156,0.0013000000,0,0.00000000,60,344,5,4,0,6,28,0,1652,208,52,1
611,0,0.005136107,0.003595275,0.201848998,0.016435542,0.003081664,0.0061600000,0.001027221,0.00000000,2,16,8,14,6,6,320,0,1800,3427,66,3
612,0.014457506,0.044048102,0.001891636,0.047426024,0.012565869,0.002702338,0.0440000000,0.000540468,0.00040535,0,0,8,0,0,4,4413,0,493,14,22,1
613,0.000880282,0.038732394,0.018485915,0.219190141,0.014084507,0.007042254,0.0000000000,0.000880282,0.01232394,0,0,0,0,0,4,4,56,1434,0,4,2
614,0.003338898,0.001669449,0.02031163,0.311352254,0.028658876,0.006956038,0.2030000000,0.008069004,0.00000000,2,14,1236,12,4,8,4308,4,62,36,18,2
615,0.00650477,0.049436253,0.009973981,0.033174328,0.002601908,0.000867303,0.1110000000,0.001300954,0.00043365,0,6,22,2,4,4,1398,2,144,40,58,1
616,0.0078125,0.368923611,0,0.278645833,0.035590278,0.005208333,0.0000000000,0.002604167,0.00260417,4,0,0,0,0,0,0,0,2160,0,0,1
617,0.001772264,0.511298183,0.00221533,0.181657067,0.00886132,0.000886132,0.0008860000,0.000443066,0.00000000,0,0,0,0,0,2,24,0,1308,2,4,1
618,0.001738526,0.00069541,0.000347705,0.338317107,0.033031989,0.004520167,0.3460000000,0.014255911,0.00069541,0,0,2,2,0,0,3914,0,0,2,0,2
619,0.0144,0.48,0.0208,0.176,0.0224,0.0064,0.0000000000,0,0.00000000,0,0,0,44,0,0,224,0,3926,30,64,1
620,0.070749334,0.342335489,0.005705591,0.294788893,0.03575504,0.011791556,0.0734000000,0.002662609,0.00076075,25,12,28,12,11,8,7361,3,5509,73,376,2
621,0.000252951,0.031618887,0.009443508,0.293338954,0.015598651,0.004468803,0.1680000000,0.005564924,0.00236088,2,2,64,20,4,24,1488,0,5710,164,1930,2
622,0.007490637,0.346441948,0.014981273,0.245318352,0.020599251,0.008426966,0.0000000000,0.00093633,0.00000000,2,0,14,4,58,0,4,0,1194,6,14,1
623,0.009345794,0.320872274,0,0.264797508,0.046728972,0.015576324,0.0031200000,0,0.00000000,12,2,8,8,4,2,12,0,438,64,58,1
624,0.000242189,0.004964883,0.000363284,0.078348268,0.001332042,0.000242189,0.4420000000,0,0.00012110,0,0,0,0,0,0,190,0,4754,0,18,1
625,0.000211551,0.000211551,0.006558071,0.046964248,0.009942881,0.001057753,0.0093100000,0.001480855,0.00063465,0,0,2,0,0,0,12,8,97,38,16,1
626,0.00389661,0.005455254,0,0.026496948,0.000129887,0,0.0507000000,0,0.00000000,0,2,556,4,0,2,4019,0,4687,10,2406,1
627,0.00591716,0.017403411,0,0.093630352,0.000870171,0,0.2510000000,8.70E-05,0.00026105,0,2,6,0,0,0,10352,0,2514,0,202,2
628,0.004734848,0.492424242,0.007575758,0.215909091,0.022727273,0.001893939,0.0000000000,0,0.00000000,0,6,66,4,0,0,38,0,76,12,0,1
629,0.049180328,0.33681073,0,0.207153502,0.023845007,0.002980626,0.0656000000,0.002980626,0.00000000,0,8,2,2,0,6,662,2,731,2,4,1
630,0.014428215,0.030281439,0.006946918,0.119700748,0.006946918,0.004453153,0.0240000000,0.004275027,0.00071250,0,2,6,34,4,22,4794,4,4489,18,42,2
631,0.005649718,0.020338983,0.000282486,0.023305085,0.000988701,0,0.2680000000,0.000282486,0.00042373,1,4,6,10,24,22,5229,0,4553,549,3332,2
632,0.00625,0.491875,0,0.22,0.016875,0.005,0.0000000000,0,0.00062500,0,0,12,20,0,0,8,0,2298,12,12,1
633,0.007867133,0.486013986,0.043706294,0.182692308,0.036713287,0.007867133,0.0000000000,0.000874126,0.00000000,32,0,0,0,0,0,0,0,762,0,0,1
634,0,0.001075269,0,0.197849462,0.024731183,0.010752688,0.0000000000,0.000537634,0.00000000,0,0,20,0,16,4,12,0,6056,0,450,1
635,0,0.232622799,0.012974977,0.202965709,0.015755329,0.001853568,0.0000000000,0.001853568,0.00000000,0,6,8,0,0,0,4,0,54,14,6,1
636,0.002896871,0.486095017,0.009269988,0.19235226,0.033603708,0.006373117,0.0011600000,0.000579374,0.00057937,0,0,0,0,0,0,88,0,3414,0,0,1
637,0,0.09955157,0.001793722,0.234080717,0.011659193,0.007174888,0.0000000000,0,0.00000000,4,4,152,2,0,0,0,0,340,36,0,1
638,0.004232804,0.521693122,0,0.213756614,0.016931217,0.004232804,0.0000000000,0,0.00000000,0,4,152,0,0,0,754,0,510,2,0,1
639,0.006288355,0.049549208,0.000984923,0.074399576,0.001212213,0,0.0594000000,0,0.00015153,0,0,0,0,0,0,719,0,3144,0,16,1
640,0.000565664,0.001319883,0.010087678,0.274441407,0.009710568,0.003959649,0.1390000000,0.002922598,0.00094277,48,108,86,32,16,10,2909,0,5611,1408,638,3
641,0.00781392,0.040523351,0.000908595,0.1163002,0.007632201,0.001817191,0.1040000000,0.002725786,0.00090860,0,0,22,0,263,148,1338,48,2566,6,276,1
642,0,0.013463892,0.004895961,0.23500612,0.015911873,0.003671971,0.0012200000,0,0.00000000,0,24,0,0,10,4,36,0,516,90,128,1
643,0.000618812,0.426361386,0.003094059,0.228341584,0.024133663,0.004950495,0.0000000000,0,0.00000000,0,0,2,0,0,0,8,0,72,8,4,1
644,0.0093361,0.488589212,0.001037344,0.251037344,0.032157676,0.007261411,0.0104000000,0.001037344,0.00000000,0,0,0,0,8,0,0,0,80,4,0,1
645,0.012345679,0.44526749,0.004938272,0.236213992,0.01399177,0.011522634,0.0000000000,0,0.00000000,0,4,248,0,0,0,8,0,8622,0,8,1
646,0.005106383,0.028085106,0.005106383,0.222978723,0.005957447,0,0.0877000000,0.002553191,0.00000000,10,36,0,0,56,112,302,0,1266,52,296,1
647,0.006493506,0.344155844,0.012987013,0.201298701,0.019480519,0.019480519,0.0064900000,0,0.00000000,0,0,24,0,0,0,76,0,1880,92,4,1
648,0,0.006833713,0.024297646,0.183750949,0.018223235,0.009111617,0.0000000000,0.006074412,0.00000000,80,26,32,18,14,8,92,0,690,244,108,1
649,0,0.137096774,0,0.290322581,0.008064516,0,0.2180000000,0,0.00000000,2,0,0,0,0,10,893,174,224,2,10,2
650,0.009603842,0.50180072,0.004801921,0.174069628,0.016206483,0.004201681,0.0000000000,0.00180072,0.00180072,2,0,4,18,0,0,0,0,6,26,2,1
651,0.006493506,0.100649351,0,0.211038961,0.022727273,0.00974026,0.0000000000,0,0.00649351,0,8,280,16,0,0,173,0,5079,0,32,2
652,0.010086957,0.02573913,0.000347826,0.250782609,0.002782609,0,0.1330000000,0.001043478,0.00000000,0,0,6,0,0,0,388,0,900,0,6,1
653,0.012997563,0.498781478,0.002437043,0.254264825,0.02112104,0.006498781,0.0040600000,0,0.00081235,0,4,4,4,2,0,6,0,1083,6,12,1
654,0.007079646,0.403539823,0.00619469,0.155752212,0.019469027,0.009734513,0.0088500000,0,0.00088496,0,0,0,4,0,0,240,0,112,32,0,1
655,0.001580163,0.012884405,0.00607755,0.334872979,0.020785219,0.003038775,0.0976000000,0.003160326,0.00024310,74,2,133,46,4,36,618,0,5939,218,570,2
656,0,0.000473261,0,0.080690961,0.002129673,0,0.3230000000,0,0.00000000,2,2,20,0,16,0,2677,0,158,334,14,1
657,0.042175361,0.508324084,0.034406215,0.199778024,0.031076582,0.003329634,0.0000000000,0,0.00166482,0,6,704,0,0,0,42,0,1734,16,6,1
658,0.00879491,0.038173653,0.004678144,0.040232036,0.009169162,0.001122754,0.1930000000,0.002994012,0.00187126,0,0,192,0,56,60,3127,2,3453,2,4228,2
659,0.012350762,0.031014135,0.023740908,0.242898312,0.0120763,0.001646768,0.0391000000,0.00397969,0.00192123,104,136,38,168,30,154,2041,32,4214,334,578,2
660,0.004862237,0.376553214,0.003241491,0.170178282,0.026472177,0.011885467,0.0032400000,0,0.00000000,218,24,72,8,0,0,32,0,7171,32,56,1
661,0.000641437,0.000213812,0.000213812,0.29634381,0.004062433,0.000855249,0.0458000000,0.001282874,0.00128287,0,0,4,0,0,0,490,0,620,144,60,1
662,0.055925433,0.249667111,0.005992011,0.260319574,0.001331558,0,0.0000000000,0,0.00000000,2,24,44,10,0,4,182,4,79,14,46,1
663,0.062327634,0.483177055,0.00551572,0.171538886,0.036955323,0.012134584,0.0022100000,0,0.00000000,2,0,64,2,2,0,0,0,2216,66,10,1
664,0.00407332,0.433808554,0.00610998,0.221995927,0,0,0.0000000000,0,0.00000000,0,0,0,0,0,0,0,0,4,0,0,1
665,0.002309469,0.550808314,0.057736721,0.151270208,0.011547344,0.001154734,0.0000000000,0.003464203,0.00115473,0,0,10,22,0,0,2,0,158,0,6,1
666,0.000191168,0.081437584,0.003441025,0.164022175,0.008411394,0.001338176,0.0466000000,0.001720512,0.00038234,64,102,102,22,20,56,34,10,456,116,70,1
667,0.006357279,0.577876669,0.000635728,0.186904005,0.016528926,0.001907184,0.0000000000,0.001907184,0.00000000,0,0,228,0,0,0,24,0,1746,0,0,1
668,0,0.001401542,0.000700771,0.277505256,0.021023125,0.011212334,0.0000000000,0.001401542,0.00000000,38,0,56,0,238,0,0,0,1777,965,0,2
669,0.0028715,0.32160804,0.000717875,0.187365398,0.020100503,0.007896626,0.0000000000,0,0.00000000,0,8,4,0,8,4,6,4,712,4,104,1
670,0.015347212,0.189788786,0,0.06625133,0.001215621,0.000151953,0.0751000000,0.003191004,0.00015195,0,0,0,0,0,0,2248,0,10,2,330,1
671,0.006887052,0.436639118,0.00137741,0.191460055,0.020661157,0.006887052,0.0000000000,0.002754821,0.00000000,30,0,0,2,14,24,24,0,567,46,8,1
672,0.003344482,0.133779264,0.001672241,0.294314381,0.015886288,0.004180602,0.0426000000,0,0.00000000,2,4,2,4,10,0,1556,0,204,42,20,1
673,0.015221481,0.066187789,0.004446725,0.236531555,0.011629896,0.002565418,0.1500000000,0.000342056,0.00102617,2,2,14,6,2,36,4144,0,7546,134,4658,2
674,0.008059385,0.05068929,0.001272534,0.059597031,0.002969247,0.000636267,0.0229000000,0.000636267,0.00042418,0,0,6,62,0,0,2127,0,1721,8,3268,1
675,0.001440434,0.010591425,0.011862396,0.32647009,0.014319607,0.003897644,0.2010000000,0.005592272,0.00220302,22,330,92,4,46,158,2856,0,5770,206,606,2
676,0.00777605,0.304821151,0.00311042,0.265940902,0.027993779,0.01244168,0.0124000000,0,0.00000000,0,0,0,0,2,2,60,0,973,43,6,1
677,0,0.009498854,0.017032427,0.240091713,0.015067147,0.00196528,0.0009830000,0.00196528,0.00000000,0,0,0,0,0,0,2,0,2508,0,8,1
678,0.013386273,0.162450369,0.006693137,0.182529779,0.014066931,0.003289847,0.0130000000,0.002609189,0.00068066,10,130,128,50,104,2354,9003,0,16809,34,198,3
679,0.002137894,0.493319081,0,0.226616782,0.011223944,0.004810262,0.0219000000,0.001603421,0.00000000,0,0,16,0,0,0,32,0,2698,0,6,1
680,0.001503006,0.537074148,0.00501002,0.20240481,0.016032064,0.007014028,0.0090200000,0,0.00000000,0,2,2,2,0,0,154,0,4964,10,194,1
681,0.004680187,0.524180967,0.024960998,0.165366615,0.012480499,0,0.0062400000,0,0.00780031,6,2,0,6,2,4,0,4,520,10,4,1
682,0.020563528,0.235824291,0.00280014,0.140182009,0,0,0.0946000000,0,0.00000000,11,76,10312,0,10,304,11266,15,281,43,684,2
683,0.002608696,0.035652174,0.006086957,0.22173913,0.023478261,0.014782609,0.0017400000,0.00173913,0.00000000,12,0,938,40,166,0,4,0,724,56,38,1
684,0.000302343,0.013454271,0.006046863,0.228117914,0.006802721,0.000302343,0.0476000000,0.000151172,0.00030234,12,14,56,12,46,8,2158,0,506,130,1021,1
685,0.055438327,0.165355841,0.004795703,0.248033762,0.069633608,0.005946672,0.1010000000,0.009015922,0.00460388,0,0,6,0,0,2,28,0,655,2,0,2
686,7.68E-05,0.000307102,0,0.066564299,0.000614203,7.68E-05,0.0269000000,0,0.00000000,12,182,6,34,24,16,808,0,2020,2465,479,2
687,0.000691962,0.034944066,0.055356937,0.249913505,0.021335486,0.004267097,0.0027700000,0.003575136,0.00034598,12,10,6,12,40,16,72,2,846,170,16,1
688,0.013006135,0.018159509,0.002208589,0.081226994,0.007852761,0.001472393,0.0510000000,0.001717791,0.00098160,12,0,60,0,21,4,5509,282,4474,0,1022,2
689,0.003610108,0.43791903,0.009605467,0.194107788,0.005930892,0.001289324,0.0251000000,0.004383703,0.00174059,8,30,2,66,78,84,847,48,2030,1010,90,2
690,0.021166753,0.167785235,0.020478403,0.242643263,0.016348305,0.003785923,0.0360000000,0.004302186,0.00189296,24,2,8,27,6,9,245,19,476,175,51,1
691,0.019339418,0.055193394,0.055410691,0.255323772,0.03085615,0.006953498,0.0458000000,0.00956106,0.00434594,6,20,108,18,2,12,1177,18,822,54,100,2
692,0.011146497,0.398089172,0.001592357,0.224522293,0.017515924,0.007961783,0.0015900000,0,0.00000000,0,2,0,101,0,0,2,0,1140,58,14,1
693,0.000744998,0.000957854,0.001915709,0.277990634,0.007237122,0.002128565,0.2180000000,0.002128565,0.00117071,2,6,16,12,64,63,8742,0,4975,419,320,2
694,0.02451368,0.064526332,0.006009805,0.337023565,0.020876166,0.004902736,0.1150000000,0.001897833,0.00094892,6,30,67,20,10,10,3372,0,2200,159,743,2
695,0.001515846,0.000846054,0.000141009,0.06133888,0.000987062,0.000564036,0.4090000000,0.000423027,0.00031727,8,42,54,102,14,14,4798,84,2481,112,799,2
696,0.002825584,0.061135371,0.008733624,0.07063961,0.006935525,0.001027485,0.2290000000,0.001798099,0.00000000,0,0,22,2,0,2,0,0,1850,0,10,1
697,0.000988875,0.001483313,0.001730532,0.104326329,0.009394314,0.003708282,0.7640000000,0.001483313,0.00000000,0,0,0,0,0,0,8,0,4,0,0,2
698,0.001611249,0.01054636,0.003954885,0.281089791,0.010692837,0.002343636,0.1500000000,0.001171818,0.00014648,12,2,108,12,2,42,526,0,10109,84,172,1
699,0.030084669,0.133129166,0.001621329,0.237254549,0.001441182,0.000180148,0.0767000000,0,0.00000000,0,0,24,0,0,0,4,0,1113,2,1550,1
700,0.008608321,0.453371593,0.00143472,0.226685796,0.020086083,0.005738881,0.0043000000,0,0.00000000,2,0,0,2,0,0,24,0,383,6,56,1
701,0.000233372,0.000233372,0.00630105,0.348191365,0.022170362,0.003967328,0.0436000000,0.005600933,0.00093349,0,0,4,0,0,0,28,0,292,6,0,1
